genus,species,common_nam,street_num,street_nam,site,date_deliv,time_deliv,date_compl,time_compl,estimated_,source,program_ye,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area
Ulmus,alata,Winged elm,709,37th St,1F,1/15/2019,00:00.0,1/23/2019,00:00.0,1256,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Sassafras,albidum,Sassafras,4019,Newport Ave,1M,1/10/2018,00:00.0,2/6/2018,00:00.0,452.389342,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Styrax,japonicus,Japanese snowbell,4019,Newport Ave,7M,1/10/2018,00:00.0,1/16/2018,00:00.0,706.858347,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Cercis,canadensis 'Merlot',Merlot redbud,4123,Columbus Ave,1F,12/4/2017,00:00.0,12/7/2017,00:00.0,490.873852,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Styrax,japonicus,Japanese snowbell,4019,Newport Ave,6M,1/10/2018,00:00.0,1/16/2018,00:00.0,706.858347,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Quercus,muehlenbergii,Chinquapin oak,3900,Holly Ave,1F,12/7/2018,00:00.0,2/1/2019,00:00.0,2826,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Magnolia,virginiana,Sweetbay magnolia,3901,Llewellyn Ave,2P,12/14/2018,00:00.0,12/19/2018,00:00.0,490.873852,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Acer,barbatum,Florida maple,4019,Newport Ave,3M,1/15/2018,00:00.0,1/16/2018,00:00.0,1256.63706,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Magnolia,virginiana,Sweetbay magnolia,3901,Llewellyn Ave,3P,12/14/2018,00:00.0,12/19/2018,00:00.0,490.873852,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Quercus,phellos,Willow oak,621,Georgia Ave,1F,11/21/2018,00:00.0,11/29/2018,00:00.0,1963.49541,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Acer,barbatum,Florida maple,4019,Newport Ave,4M,1/15/2018,00:00.0,1/16/2018,00:00.0,1256.63706,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Lagerstroemia,indica x fauriei 'Tuscarora',Tuscarora crape myrtle,4815,Gosnold Ave,1F,12/28/2017,00:00.0,1/17/2018,00:00.0,314.159265,Purchased,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Ulmus,americana 'Princeton',Princeton American elm,4815,Newport Ave,1M,12/13/2017,00:00.0,1/12/2018,00:00.0,1256.63706,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Ginkgo,biloba 'Shangri-La',Ginkgo,208,E 41st St,1F,10/26/2017,00:00.0,11/28/2017,00:00.0,1256.63706,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Sassafras,albidum,Sassafras,4019,Newport Ave,2M,1/10/2018,00:00.0,2/6/2018,00:00.0,452.389342,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Lagerstroemia,indica x fauriei 'Tuscarora',Tuscarora crape myrtle,503,Massachusetts Ave,1F,12/28/2017,00:00.0,1/17/2018,00:00.0,314.159265,Purchased,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Quercus,virginiana,Live oak,4704,Mayflower Rd,2F,12/7/2018,00:00.0,1/3/2019,00:00.0,6361.72512,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Quercus,virginiana,Live oak,3901,Llewellyn Ave,1F,12/14/2018,00:00.0,12/19/2018,00:00.0,6361.72512,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Ulmus,americana 'Princeton',Princeton American elm,4815,Newport Ave,2M,12/13/2017,00:00.0,1/12/2018,00:00.0,1256.63706,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Styrax,japonicus,Japanese snowbell,4019,Newport Ave,5M,1/10/2018,00:00.0,1/16/2018,00:00.0,706.858347,City Nursery,2018,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Quercus,prinoides,Dwarf chinquapin oak,127,E. 39th St,2F,1/2/2019,00:00.0,1/7/2019,00:00.0,153.93804,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Quercus,phellos,Willow oak,635,Georgia Ave,1F,11/21/2018,00:00.0,11/29/2018,00:00.0,1963.49541,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,4808,Colonial Ave,1F,12/12/2018,00:00.0,1/3/2018,00:00.0,314.159265,City Nursery,2019,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
Magnolia,virginiana,Sweetbay magnolia,3500,Granby St,2P,10/6/2017,00:00.0,10/7/2017,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,ascendens,Pond cypress,2612,Monticello Ave,2S,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Ostrya,virginiana,Hophornbeam,207,36th St,1F,12/13/2017,00:00.0,1/22/2018,00:00.0,706.858347,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,prinoides,Dwarf chinquapin oak,108,W. 28th St,3F,1/2/2019,00:00.0,12/6/2018,00:00.0,153.93804,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,prinoides,Dwarf chinquapin oak,220,W. 30th St,1F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Styrax,americanus,American snowbell,3500,Granby St,12P,11/27/2018,00:00.0,1/4/2019,00:00.0,706,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Ulmus,americana 'Princeton',Princeton American elm,3500,Granby St,6M,11/28/2018,00:00.0,1/11/2019,00:00.0,1256.63706,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,prinoides,Dwarf chinquapin oak,224,W. 30th St,1F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,ascendens,Pond cypress,2612,Monticello Ave,5S,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Styrax,americanus,American snowbell,3500,Granby St,15P,11/27/2018,00:00.0,1/4/2019,00:00.0,706,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,ascendens,Pond cypress,2612,Monticello Ave,1S,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,prinoides,Dwarf chinquapin oak,108,W. 28th St,2F,1/2/2019,00:00.0,12/6/2018,00:00.0,153.93804,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,313,36th St,1F,12/4/2017,00:00.0,12/7/2017,00:00.0,314.159265,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,ascendens,Pond cypress,2612,Monticello Ave,6S,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,prinoides,Dwarf chinquapin oak,230,W. 30th St,1F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,ascendens,Pond cypress,2612,Monticello Ave,4S,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Ostrya,virginiana,Hophornbeam,2500,Monticello Ave,3S,12/13/2017,00:00.0,1/11/2018,00:00.0,706.858347,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,226,W. 30th St,2F,12/12/2018,00:00.0,1/23/2019,00:00.0,314.159265,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,prinoides,Dwarf chinquapin oak,108,W. 28th St,1F,1/2/2019,00:00.0,12/6/2018,00:00.0,153.93804,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,243,W. 32nd St,1F,12/3/2018,00:00.0,12/12/2018,00:00.0,314.159265,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,distichum,Bald cypress,3500,Granby St,5P,12/14/2018,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Styrax,americanus,American snowbell,3500,Granby St,14P,11/27/2018,00:00.0,1/4/2019,00:00.0,706,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,virginiana,Live oak,3500,Granby St,1M,1/2/2019,00:00.0,1/4/2019,00:00.0,6361.72512,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Cercis,canadensis,Redbud,2800,Omohundro Ave,2F,11/2/2017,00:00.0,12/12/2017,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Styrax,americanus,American snowbell,3500,Granby St,10P,11/27/2018,00:00.0,1/4/2019,00:00.0,706,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Quercus,prinoides,Dwarf chinquapin oak,203,Broadway St,1F,12/13/2017,00:00.0,1/12/2018,00:00.0,153.93804,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,244,W. 32nd St,1F,12/3/2018,00:00.0,1/23/2019,00:00.0,314.159265,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,distichum,Bald cypress,3500,Granby St,6P,12/14/2018,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Ostrya,virginiana,Hophornbeam,2500,Monticello Ave,1S,12/13/2017,00:00.0,1/11/2018,00:00.0,706.858347,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Cercis,canadensis 'Forest Pansy',Forest Pansy redbud,3500,Granby St,1P,10/6/2017,00:00.0,10/7/2017,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Ostrya,virginiana,Hophornbeam,2500,Monticello Ave,4S,12/13/2017,00:00.0,1/11/2018,00:00.0,706.858347,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Cercis,canadensis,Redbud,214,W 28th St,1F,10/26/2017,00:00.0,11/1/2017,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,ascendens,Pond cypress,2612,Monticello Ave,3S,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Styrax,americanus,American snowbell,3500,Granby St,13P,11/27/2018,00:00.0,1/4/2019,00:00.0,706,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Styrax,americanus,American snowbell,3500,Granby St,11P,11/27/2018,00:00.0,1/4/2019,00:00.0,706,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Taxodium,distichum,Bald cypress,3500,Granby St,7P,12/14/2018,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Lagerstroemia,indica x fauriei 'Natchez',Natchez crape myrtle,223,W 30th St,1F,10/26/2017,00:00.0,11/1/2017,00:00.0,314.159265,City Nursery,2018,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
Cercis,canadensis,Redbud,3031,Luxemburg Ave,3F,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,1464,Ashland Cir,1F,11/27/2018,00:00.0,11/29/2018,00:00.0,314.159265,City Nursery,2019,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Oxydendrum,arboreum,Sourwood,3400,Norway Pl,1P,12/13/2017,00:00.0,1/30/2018,00:00.0,706.858347,City Nursery,2018,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Lagerstroemia,indica x fauriei 'Natchez',Natchez crape myrtle,123,Orleans Cir,1F,10/26/2017,00:00.0,11/1/2017,00:00.0,314.159265,City Nursery,2018,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Cercis,canadensis,Redbud,3031,Luxemburg Ave,1F,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Lagerstroemia,indica x fauriei 'Tuscarora',Tuscarora crape myrtle,1779,Farragut Ave,1F,12/28/2017,00:00.0,1/26/2018,00:00.0,314.159265,Purchased,2018,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Cercis,canadensis 'Merlot',Merlot redbud,160,Orleans Cir,1F,11/21/2018,00:00.0,11/28/2018,00:00.0,490.873852,City Nursery,2019,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Cercis,canadensis,Redbud,3031,Luxemburg Ave,2F,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,29,51,710,3000,51710003000,30,Census Tract,G5020,S,983283,234814,36.8771858,-76.2693396,"LAFAYETTE, WINONA",0.05054617,0.000123116
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,3S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,2F,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Ulmus,alata,Winged elm,3310,Cromwell Dr,4M,1/15/2019,00:00.0,3/1/2019,00:00.0,1256,City Nursery,2019,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,4S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,1F,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Ulmus,alata,Winged elm,3310,Cromwell Dr,6M,1/15/2019,00:00.0,3/1/2019,00:00.0,1256,City Nursery,2019,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Ulmus,alata,Winged elm,3310,Cromwell Dr,2M,1/15/2019,00:00.0,3/1/2019,00:00.0,1256,City Nursery,2019,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,3415,Dunkirk Ave,3S,12/12/2018,00:00.0,1/28/2019,00:00.0,314.159265,City Nursery,2019,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,1S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Ostrya,virginiana,Hophornbeam,3415,Vimy Ridge Ave,1F,11/9/2017,00:00.0,11/17/2017,00:00.0,706.858347,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,6S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Ulmus,alata,Winged elm,3310,Cromwell Dr,7M,1/15/2019,00:00.0,3/1/2019,00:00.0,1256,City Nursery,2019,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,3415,Dunkirk Ave,4S,12/12/2018,00:00.0,1/28/2019,00:00.0,314.159265,City Nursery,2019,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,2S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
Cercis,canadensis 'Merlot',Merlot redbud,3533,Brest Ave,3F,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,30,51,710,3100,51710003100,31,Census Tract,G5020,S,1131579,17251,36.8818878,-76.2568749,FAIRMOUNT PARK,0.046517692,0.000116121
