genus,species,common_nam,street_num,street_nam,site,date_deliv,time_deliv,date_compl,time_compl,estimated_,source,program_ye,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area
Acer,barbatum,Florida maple,502,Washington Park,5M,11/13/2018,00:00.0,11/20/2018,00:00.0,1256.63706,City Nursery,2019,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Acer,barbatum,Florida maple,626,Baldwin Ave,1F,11/13/2018,00:00.0,11/20/2018,00:00.0,1256.63706,City Nursery,2019,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Acer,barbatum,Florida maple,502,Washington Park,10M,11/13/2018,00:00.0,11/20/2018,00:00.0,1256.63706,City Nursery,2019,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Quercus,phellos,Willow oak,730,Spotswood Ave,5SC,11/28/2018,00:00.0,11/27/2018,00:00.0,1963.49541,City Nursery,2019,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Quercus,phellos,Willow oak,1217,Colonial Ave,1F,11/21/2018,00:00.0,12/6/2018,00:00.0,1963.49541,City Nursery,2019,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Acer,barbatum,Florida maple,502,Washington Park,4M,11/13/2018,00:00.0,11/20/2018,00:00.0,1256.63706,City Nursery,2019,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Ostrya,virginiana,Hophornbeam,1411,Stockley Gdns,1M,1/22/2019,00:00.0,1/28/2019,00:00.0,706.858347,City Nursery,2019,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Quercus,phellos,Willow oak,522,Spotswood Ave,1F,12/6/2017,00:00.0,12/19/2017,00:00.0,1963.49541,City Nursery,2018,36,51,710,3700,51710003700,37,Census Tract,G5020,S,623438,0,36.8688844,-76.2966834,EAST GHENT,0.03351809,6.30E-05
Cercis,canadensis,Redbud,1030,Graydon Ave,2F,1/19/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Nyssa,sylvatica,Black tupelo,1406,W Princess Anne Rd,2F,11/29/2017,00:00.0,12/19/2017,00:00.0,962.11275,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Taxodium,ascendens,Pond cypress,930,Greenway Ct,1P,1/23/2018,00:00.0,1/25/2018,00:00.0,490.873852,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Acer,buergerianum,Trident maple,1214,1214 Brandon Ave,3F,12/18/2017,00:00.0,12/20/2017,00:00.0,1256.63706,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Taxodium,ascendens,Pond cypress,930,Greenway Ct,2P,1/23/2018,00:00.0,1/25/2018,00:00.0,490.873852,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Cercis,canadensis,Redbud,1030,Graydon Ave,1F,1/19/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Styrax,japonicus,Japanese snowbell,1215,Brandon Ave,1F,12/6/2017,00:00.0,12/15/2017,00:00.0,706.858347,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Halesia,diptera,Two-winged silverbell,1119,Matoaka Ave,3F,12/7/2018,00:00.0,11/19/2018,00:00.0,706.5,City Nursery,2019,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Acer,buergerianum,Trident maple,1214,1214 Brandon Ave,2F,12/18/2017,00:00.0,12/20/2017,00:00.0,1256.63706,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Nyssa,sylvatica,Black tupelo,1406,W Princess Anne Rd,1F,11/29/2017,00:00.0,12/19/2017,00:00.0,962.11275,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Taxodium,ascendens,Pond cypress,930,Greenway Ct,3P,1/23/2018,00:00.0,1/25/2018,00:00.0,490.873852,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Halesia,diptera,Two-winged silverbell,1119,Matoaka Ave,2F,12/7/2018,00:00.0,11/19/2018,00:00.0,706.5,City Nursery,2019,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Styrax,japonicus,Japanese snowbell,1215,Brandon Ave,2F,12/6/2017,00:00.0,12/15/2017,00:00.0,706.858347,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,1024,Graydon Ave,1F,12/6/2017,00:00.0,12/15/2017,00:00.0,314.159265,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Acer,buergerianum,Trident maple,1214,1214 Brandon Ave,1F,12/18/2017,00:00.0,12/20/2017,00:00.0,1256.63706,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Taxodium,ascendens,Pond cypress,930,Greenway Ct,4P,1/23/2018,00:00.0,1/25/2018,00:00.0,490.873852,City Nursery,2018,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Halesia,diptera,Two-winged silverbell,1119,Matoaka Ave,1F,12/7/2018,00:00.0,11/19/2018,00:00.0,706.5,City Nursery,2019,37,51,710,3800,51710003800,38,Census Tract,G5020,S,1184542,228680,36.8680069,-76.3083363,WEST GHENT,0.057907193,0.000142819
Quercus,phellos,Willow oak,820,Colonial Ave,2F,1/19/2018,00:00.0,1/24/2018,00:00.0,1963.49541,City Nursery,2018,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,612,Colonial Ave,2F,12/6/2017,00:00.0,12/18/2017,00:00.0,314.159265,City Nursery,2018,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Quercus,phellos,Willow oak,613,Colonial Ave,2F,12/6/2017,00:00.0,12/18/2017,00:00.0,1963.49541,City Nursery,2018,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Acer,barbatum,Florida maple,1111,Botetourt Gdns,2F,1/11/2019,00:00.0,1/15/2019,00:00.0,1256.63706,City Nursery,2019,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Quercus,phellos,Willow oak,803,Botetourt Gdns,1F,1/19/2018,00:00.0,1/22/2018,00:00.0,1963.49541,City Nursery,2018,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Acer,barbatum,Florida maple,1111,Botetourt Gdns,1F,1/11/2019,00:00.0,1/15/2019,00:00.0,1256.63706,City Nursery,2019,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Quercus,phellos,Willow oak,803,Botetourt Gdns,1F,1/22/2018,00:00.0,1/23/2018,00:00.0,1963.49541,Purchased,2018,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Acer,barbatum,Florida maple,1107,Botetourt Gdns,1F,1/11/2019,00:00.0,1/15/2019,00:00.0,1256.63706,City Nursery,2019,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Cercis,canadensis 'Forest Pansy',Forest Pansy redbud,404,Boissevain Ave,1F,11/29/2017,00:00.0,12/19/2017,00:00.0,490.873852,City Nursery,2018,38,51,710,4001,51710004001,40.01,Census Tract,G5020,S,375559,0,36.859851,-76.2917763,EAST GHENT (SOUTH),0.026285349,3.80E-05
Nyssa,sylvatica,Black tupelo,700,Brambleton Ave,11P,11/13/2018,00:00.0,11/16/2018,00:00.0,962.11275,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,512,Pembroke Ave,1F,12/7/2018,00:00.0,12/14/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,513,Warren Cres,1F,11/28/2018,00:00.0,12/11/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Prunus,yeodensis,Yoshino cherry,406,Fairfax Ave,1F,11/13/2018,00:00.0,11/21/2018,00:00.0,1256.63706,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Halesia,diptera,Two-winged silverbell,802,Graydon Ave,2F,11/13/2018,00:00.0,11/20/2018,00:00.0,706.5,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,419,Colonial Ave,2S,11/28/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Ulmus,carpinifolia x parvifolia 'Frontier',Frontier elm,518,Pembroke Ave,2F,11/16/2017,00:00.0,12/18/2017,00:00.0,490.873852,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,720,Redgate Ave,1F,11/28/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,535,Fairfax Ave,1F,11/26/2018,00:00.0,11/21/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,523,Fairfax Ave,1F,12/6/2017,00:00.0,12/19/2017,00:00.0,706.858347,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Acer,campestre,Hedge maple,40,Rader St,1S,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Ulmus,alata,Winged elm,400,Fairfax Ave,2S,11/28/2018,00:00.0,12/6/2018,00:00.0,1256,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,margarettae,Sand post oak,428,Mowbray Arch,1F,12/6/2017,00:00.0,1/12/2018,00:00.0,706.858347,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Platanus,mexicana,Mexican sycamore,407,Fairfax Ave,1S,11/26/2018,00:00.0,11/29/2018,00:00.0,1256.63706,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Chionanthus,virginicus,White fringetree,609,Stockley Gdns,1F,1/23/2018,00:00.0,1/24/2018,00:00.0,176.714587,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,623,Westover Ave,1F,11/13/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,513,Warren Cres,2F,11/28/2018,00:00.0,12/11/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Nyssa,sylvatica,Black tupelo,700,Brambleton Ave,10P,11/13/2018,00:00.0,11/16/2018,00:00.0,962.11275,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,724,Redgate Ave,1F,11/28/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Nyssa,sylvatica,Black tupelo,700,Brambleton Ave,14P,11/13/2018,00:00.0,11/16/2018,00:00.0,962.11275,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Halesia,diptera,Two-winged silverbell,802,Graydon Ave,1F,11/13/2018,00:00.0,11/20/2018,00:00.0,706.5,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,536,Fairfax Ave,1F,12/7/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Acer,campestre,Hedge maple,40,Rader St,2S,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Ulmus,alata,Winged elm,419,Colonial Ave,1F,11/28/2018,00:00.0,12/6/2018,00:00.0,1256,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,512,Fairfax Ave,1F,12/6/2017,00:00.0,12/18/2017,00:00.0,706.858347,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,524,Fairfax Ave,2F,11/26/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Platanus,mexicana,Mexican sycamore,407,Fairfax Ave,2S,11/26/2018,00:00.0,11/29/2018,00:00.0,1256.63706,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,524,Fairfax Ave,1F,11/26/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,328,Fairfax Ave,1F,12/7/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,710,Redgate Ave,1F,11/28/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Ulmus,alata,Winged elm,400,Fairfax Ave,1S,11/28/2018,00:00.0,12/6/2018,00:00.0,1256,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Nyssa,sylvatica,Black tupelo,700,Brambleton Ave,9P,11/13/2018,00:00.0,11/16/2018,00:00.0,962.11275,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,535,Fairfax Ave,3F,11/26/2018,00:00.0,11/21/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,535,Fairfax Ave,4F,11/26/2018,00:00.0,11/21/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Acer,campestre,Hedge maple,40,Rader St,3S,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,419,Colonial Ave,1S,11/28/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Nyssa,sylvatica,Black tupelo,700,Brambleton Ave,13P,11/13/2018,00:00.0,11/16/2018,00:00.0,962.11275,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Chionanthus,virginicus,White fringetree,601,Stockley Gdns,1F,11/29/2017,00:00.0,12/15/2017,00:00.0,176.714587,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,530,Pembroke Ave,1F,11/26/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,316,Fairfax Ave,1F,12/12/2018,00:00.0,12/14/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,710,Redgate Ave,2F,11/28/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,415,Fairfax Ave,1F,11/26/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Acer,campestre,Hedge maple,40,Rader St,4S,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Nyssa,sylvatica,Black tupelo,700,Brambleton Ave,12P,11/13/2018,00:00.0,11/16/2018,00:00.0,962.11275,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Prunus,yeodensis,Yoshino cherry,400,Fairfax Ave,1F,11/13/2018,00:00.0,11/21/2018,00:00.0,1256.63706,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,535,Fairfax Ave,2F,11/26/2018,00:00.0,11/21/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Chionanthus,virginicus,White fringetree,601,Stockley Gdns,2F,11/29/2017,00:00.0,12/15/2017,00:00.0,176.714587,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Quercus,geminata,Sand live oak,530,Pembroke Ave,2F,11/26/2018,00:00.0,11/28/2018,00:00.0,2826,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Chionanthus,retusus,Chinese fringetree,518,Pembroke Ave,2F,11/29/2017,00:00.0,12/18/2017,00:00.0,176.714587,City Nursery,2018,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Styrax,japonicus,Japanese snowbell,419,Colonial Ave,3S,11/28/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,39,51,710,4002,51710004002,40.02,Census Tract,G5020,S,1304684,404360,36.8571105,-76.3011941,GHENT,0.061052036,0.000172696
Acer,barbatum,Florida maple,1305,Maltby Ave,3P,1/31/2018,00:00.0,2/2/2018,00:00.0,1256.63706,City Nursery,2018,42,51,710,4300,51710004300,43,Census Tract,G5020,S,1178742,7997,36.8558356,-76.2646406,"BRAMBLETON (NORTH), MOTON",0.047020839,0.000119912
Acer,barbatum,Florida maple,1305,Maltby Ave,2P,1/31/2018,00:00.0,2/2/2018,00:00.0,1256.63706,City Nursery,2018,42,51,710,4300,51710004300,43,Census Tract,G5020,S,1178742,7997,36.8558356,-76.2646406,"BRAMBLETON (NORTH), MOTON",0.047020839,0.000119912
Cercis,canadensis 'Merlot',Merlot redbud,1111,Park Ave,27SC,11/8/2018,00:00.0,12/17/2018,00:00.0,490.873852,City Nursery,2019,42,51,710,4300,51710004300,43,Census Tract,G5020,S,1178742,7997,36.8558356,-76.2646406,"BRAMBLETON (NORTH), MOTON",0.047020839,0.000119912
Acer,barbatum,Florida maple,1305,Maltby Ave,1P,1/31/2018,00:00.0,2/2/2018,00:00.0,1256.63706,City Nursery,2018,42,51,710,4300,51710004300,43,Census Tract,G5020,S,1178742,7997,36.8558356,-76.2646406,"BRAMBLETON (NORTH), MOTON",0.047020839,0.000119912
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,3220,Woodland Ave,1F,1/23/2018,00:00.0,1/25/2018,00:00.0,314.159265,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
Chionanthus,virginicus,White fringetree,2963,Hollister Ave,2F,1/23/2018,00:00.0,1/25/2018,00:00.0,176.714587,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,3042,Woodland Ave,1F,1/23/2018,00:00.0,1/25/2018,00:00.0,314.159265,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,3258,Woodland Ave,1F,1/23/2018,00:00.0,1/25/2018,00:00.0,314.159265,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,1115,Godfrey Ave,3S,12/4/2017,00:00.0,12/7/2017,00:00.0,314.159265,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
Chionanthus,virginicus,White fringetree,2955,Hollister Ave,1F,1/23/2018,00:00.0,1/25/2018,00:00.0,176.714587,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
Chionanthus,virginicus,White fringetree,2951,Hollister Ave,1F,1/23/2018,00:00.0,1/25/2018,00:00.0,176.714587,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,3258,Woodland Ave,2F,1/23/2018,00:00.0,1/25/2018,00:00.0,314.159265,City Nursery,2018,43,51,710,4400,51710004400,44,Census Tract,G5020,S,695846,12670,36.8564451,-76.2541084,ROBERTS VILLAGE/BOWLING GREEN,0.03927096,7.16E-05
